GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO_ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R1N6	SOX10	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04888|ensembl:ENSMUSP00000039466	9606	Ensembl		F
UniProtKB	A0A024R274	SMAD4	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9606	Ensembl		F
UniProtKB	A0A024R2N7	AXUD1	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P59054|ensembl:ENSMUSP00000149214	9606	Ensembl		F
UniProtKB	A0A024R364	HESX1	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61658|ensembl:ENSMUSP00000041999	9606	Ensembl		F
UniProtKB	A0A024R3F5	MIZF	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K1K9|ensembl:ENSMUSP00000149879	9606	Ensembl		F
UniProtKB	A0A024R3M5	FLI1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P26323|ensembl:ENSMUSP00000016231	9606	Ensembl		F
UniProtKB	A0A024R3U6	SATB2	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q546B3|ensembl:ENSMUSP00000110057	9606	Ensembl		F
UniProtKB	A0A024R427	ALS2CR8	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VHI4|ensembl:ENSMUSP00000141169	9606	Ensembl		F
UniProtKB	A0A024R440	STK16	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P57760|ensembl:ENSRNOP00000026194	9606	Ensembl		F
UniProtKB	A0A024R4E2	TARDBP	enables	GO:0001205	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q921F2|ensembl:ENSMUSP00000081142	9606	Ensembl		F
UniProtKB	A0A024R5Q6	MYEF2	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034632	9606	InterPro		F
UniProtKB	A0A024R7S0	MXD3	enables	GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80US8|ensembl:ENSMUSP00000021941	9606	Ensembl		F
UniProtKB	A0A024R8P1	FOXJ1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61660|ensembl:ENSMUSP00000038351	9606	Ensembl		F
UniProtKB	A0A024R8X1	hCG_1991559	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54790|ensembl:ENSMUSP00000053899	9606	Ensembl		F
UniProtKB	A0A024R919	PBX1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41778|ensembl:ENSMUSP00000135516	9606	Ensembl		F
UniProtKB	A0A024R974	ELF3	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UPW2|ensembl:ENSMUSP00000003135	9606	Ensembl		F
UniProtKB	A0A024R9J0	RAD21	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61550|ensembl:ENSMUSP00000022927	9606	Ensembl		F
UniProtKB	A0A024R9Q8	RBPSUH	enables	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015350	9606	InterPro		F
UniProtKB	A0A024RAQ1	CSDA	enables	GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JKB3|ensembl:ENSMUSP00000032309	9606	Ensembl		F
UniProtKB	A0A024RAV8	BHLHB3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99PV5|ensembl:ENSMUSP00000032386	9606	Ensembl		F
UniProtKB	A0A024RAV8	BHLHB3	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99PV5|ensembl:ENSMUSP00000032386	9606	Ensembl		F
UniProtKB	A0A024RAV8	BHLHB3	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99PV5|ensembl:ENSMUSP00000032386	9606	Ensembl		F
UniProtKB	A0A024RBM7	PRDM4	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80V63|ensembl:ENSMUSP00000151931	9606	Ensembl		F
UniProtKB	A0A024RCW6	PPARD	enables	GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35396|ensembl:ENSMUSP00000002320	9606	Ensembl		F
UniProtKB	A0A024RCW6	PPARD	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003074|InterPro:IPR003075	9606	InterPro		F
UniProtKB	A0A024RD16	SRF	enables	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033897	9606	InterPro		F
UniProtKB	A0A024RD16	SRF	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JM73|ensembl:ENSMUSP00000015749	9606	Ensembl		F
UniProtKB	A0A024RD16	SRF	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JM73|ensembl:ENSMUSP00000015749	9606	Ensembl		F
UniProtKB	A0A024RD16	SRF	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JM73|ensembl:ENSMUSP00000015749	9606	Ensembl		F
UniProtKB	A0A024RDI7	LEF1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27782|ensembl:ENSMUSP00000029611	9606	Ensembl		F
UniProtKB	A0A024RDI7	LEF1	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27782|ensembl:ENSMUSP00000029611	9606	Ensembl		F
UniProtKB	A0A024RDU6	ELF1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60775|ensembl:ENSMUSP00000046515	9606	Ensembl		F
UniProtKB	A0A024RE22	KCNIP3	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2AHT3|ensembl:ENSMUSP00000028850	9606	Ensembl		F
UniProtKB	A0A068L529	TBLR1-RARA fusion	enables	GO:0003708	retinoic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A0A087WU18	ELF4	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033070	9606	InterPro		F
UniProtKB	A0A087WUT0	MYEF2	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034632	9606	InterPro		F
UniProtKB	A0A087WUX9	AR	enables	GO:0004882	androgen receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001103	9606	InterPro		F
UniProtKB	A0A087WWC8	MYEF2	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034632	9606	InterPro		F
UniProtKB	A0A087WXV4	HNF4A	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003068	9606	InterPro		F
UniProtKB	A0A087WZ66	AR	enables	GO:0004882	androgen receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001103	9606	InterPro		F
UniProtKB	A0A087X185	RBPJL	enables	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015350	9606	InterPro		F
UniProtKB	A0A087X1B6	AR	enables	GO:0004882	androgen receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001103	9606	InterPro		F
UniProtKB	A0A087X1C2	REST	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027757	9606	InterPro		F
UniProtKB	A0A087X1W9	ELF5	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033069	9606	InterPro		F
UniProtKB	A0A087X299	FOXP1	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P58462|ensembl:ENSMUSP00000108948	9606	Ensembl		F
UniProtKB	A0A090N7T3	NEUROD6	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48986|ensembl:ENSMUSP00000047016	9606	Ensembl		F
UniProtKB	A0A0A0MQW0	MYEF2	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034632	9606	InterPro		F
UniProtKB	A0A0A0MR39	MYEF2	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034632	9606	InterPro		F
UniProtKB	A0A0A0VEB4	GTF2I-RARA	enables	GO:0003708	retinoic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A0A0A6YYK5	A0A0A6YYK5	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P40646|ensembl:ENSMUSP00000078597	9606	Ensembl		F
UniProtKB	A0A0A7M2K0	A0A0A7M2K0	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033069	9606	InterPro		F
UniProtKB	A0A0C4DFP5	RORA	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003079	9606	InterPro		F
UniProtKB	A0A0C4DG53	RORA	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003079	9606	InterPro		F
UniProtKB	A0A0C4DGV1	MYEF2	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034632	9606	InterPro		F
UniProtKB	A0A0D3RS46	SIX3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032949	9606	InterPro		F
UniProtKB	A0A0H3W5E5	SIX6	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032947	9606	InterPro		F
UniProtKB	A0A0H3W5H1	SIX6	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032947	9606	InterPro		F
UniProtKB	A0A0H3W5J9	SIX6	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032947	9606	InterPro		F
UniProtKB	A0A0H3W5R8	SIX6	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032947	9606	InterPro		F
UniProtKB	A0A0R5RI69	THRB	enables	GO:0004887	thyroid hormone receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A0A0R5RI71	THRB	enables	GO:0004887	thyroid hormone receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A0A0R5RI75	THRB	enables	GO:0004887	thyroid hormone receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A0A0R5RI99	THRB	enables	GO:0004887	thyroid hormone receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A0A0R5RIB5	THRB	enables	GO:0004887	thyroid hormone receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A0A0S2Z383	NKX2-5	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42582|ensembl:ENSMUSP00000015723	9606	Ensembl		F
UniProtKB	A0A0S2Z383	NKX2-5	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42582|ensembl:ENSMUSP00000015723	9606	Ensembl		F
UniProtKB	A0A0S2Z3C9	ETV6	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97360|ensembl:ENSMUSP00000079818	9606	Ensembl		F
UniProtKB	A0A0S2Z418	NR4A2	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003070|InterPro:IPR003073	9606	InterPro		F
UniProtKB	A0A0S2Z493	NEUROD1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60867|ensembl:ENSMUSP00000040364	9606	Ensembl		F
UniProtKB	A0A0S2Z4K5	PPARG	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003074|InterPro:IPR003077	9606	InterPro		F
UniProtKB	A0A0S2Z4N0	MEF2A	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60929|ensembl:ENSMUSP00000117496	9606	Ensembl		F
UniProtKB	A0A0S2Z4N0	MEF2A	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60929|ensembl:ENSMUSP00000117496	9606	Ensembl		F
UniProtKB	A0A0S2Z4N5	TP63	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88898|ensembl:ENSMUSP00000110965	9606	Ensembl		F
UniProtKB	A0A0S2Z4U5	USF1	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35410|ensembl:ENSRNOP00000005811	9606	Ensembl		F
UniProtKB	A0A0S2Z595	FOSL1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10158|ensembl:ENSRNOP00000027891	9606	Ensembl		F
UniProtKB	A0A0U3FYV6	SOX2	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A543|ensembl:ENSRNOP00000016236	9606	Ensembl		F
UniProtKB	A0A0U4U3E8	SOX9	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029548	9606	InterPro		F
UniProtKB	A0A0U4YWA5	SOX9	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029548	9606	InterPro		F
UniProtKB	A0A127AXB2	SIX3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032949	9606	InterPro		F
UniProtKB	A0A127AXF1	SIX3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032949	9606	InterPro		F
UniProtKB	A0A127AXL1	SIX6	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032947	9606	InterPro		F
UniProtKB	A0A140VKC4	MECP2	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z2D6|ensembl:ENSMUSP00000033770	9606	Ensembl		F
UniProtKB	A0A1B3B2K2	SIX6	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032947	9606	InterPro		F
UniProtKB	A0A1D8GZE1	PIK3R1	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003070	9606	InterPro		F
UniProtKB	A0A1L4FMK7	RORB	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003079	9606	InterPro		F
UniProtKB	A0A1W2PQA1	REST	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027757	9606	InterPro		F
UniProtKB	A0A1Y0ZVZ1	SIX3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032949	9606	InterPro		F
UniProtKB	A0A223PQI1	A0A223PQI1	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032949	9606	InterPro		F
UniProtKB	A0A223ZRY6	VDR	enables	GO:0008434	calcitriol receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000324	9606	InterPro		F
UniProtKB	A0AVK6	E2F8	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:16179649		9606	NTNU_SB		F
UniProtKB	A0PJ83	REST	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027757	9606	InterPro		F
UniProtKB	A0PJI2	SIX3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032949	9606	InterPro		F
UniProtKB	A0PJY2	FEZF1	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q0VDQ9|ensembl:ENSMUSP00000031709	9606	Ensembl		F
UniProtKB	A6NFD8	HELT	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TS99|ensembl:ENSMUSP00000054823	9606	Ensembl		F
UniProtKB	A6NGD5	ZSCAN5C	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000003381	9606	GO_Central		F
UniProtKB	A6NI15	MSGN1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000468430	9606	GO_Central		F
UniProtKB	A6NI15	MSGN1	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK54|ensembl:ENSMUSP00000055001	9606	Ensembl		F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000305	IC	GO_REF:0000036	GO:0043565,GO:0045944	9606	NTNU_SB		F
UniProtKB	A6NJL1	ZSCAN5B	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000003381	9606	GO_Central		F
UniProtKB	A6NKF2	ARID3C	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000394188	9606	GO_Central		F
UniProtKB	A8IE48	GABPA	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00422|ensembl:ENSMUSP00000009120	9606	Ensembl		F
UniProtKB	A8K206	A8K206	enables	GO:0004887	thyroid hormone receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001728	9606	InterPro		F
UniProtKB	A8K3H3	RARG	enables	GO:0003708	retinoic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A8K3H3	RARG	enables	GO:0003708	retinoic acid receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZWV0|ensembl:ENSRNOP00000016801	9606	Ensembl		F
UniProtKB	A8K401	PHB	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P67778|ensembl:ENSMUSP00000119603	9606	Ensembl		F
UniProtKB	A8K443	ELF5	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033069	9606	InterPro		F
UniProtKB	A8K7L7	A8K7L7	enables	GO:0003708	retinoic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A8K840	A8K840	enables	GO:0003708	retinoic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A8MTJ6	FOXI3	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001371846	9606	GO_Central		F
UniProtKB	A8MUP8	RARA	enables	GO:0003708	retinoic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003078	9606	InterPro		F
UniProtKB	A8MV65	VGLL3	contributes_to	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001440105	9606	GO_Central		F
